Date,time2,Burst_average,Surface,Transmission,Noon_percent,Kd_PAR,Noon_Kd,time
unitless,unitless,umol photons per square meter per second,umol photons per square meter per second,percent,percent,umol photons per square meter per second,umol photons per square meter per second,UTC
2016-09-28,15:45:00,90,769,11.7,NaN,0.112,NaN,2016-09-28T15:45:00Z
2016-09-28,16:45:00,61,579,10.6,NaN,0.118,NaN,2016-09-28T16:45:00Z
2016-09-28,17:45:00,5,49,10.9,NaN,0.116,NaN,2016-09-28T17:45:00Z
2016-09-28,18:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-28T18:45:00Z
2016-09-28,19:45:00,0,1,37.5,NaN,0.051,NaN,2016-09-28T19:45:00Z
2016-09-28,20:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-28T20:45:00Z
2016-09-28,21:45:00,1,1,42.1,NaN,0.045,NaN,2016-09-28T21:45:00Z
2016-09-28,22:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-28T22:45:00Z
2016-09-28,23:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-28T23:45:00Z
2016-09-29,0:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-29T00:45:00Z
2016-09-29,1:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-29T01:45:00Z
2016-09-29,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-09-29T02:45:00Z
2016-09-29,3:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-29T03:45:00Z
2016-09-29,4:45:00,0,1,41.2,NaN,0.046,NaN,2016-09-29T04:45:00Z
2016-09-29,5:45:00,0,1,41.1,NaN,0.047,NaN,2016-09-29T05:45:00Z
2016-09-29,6:45:00,9,76,11.5,NaN,0.113,NaN,2016-09-29T06:45:00Z
2016-09-29,7:45:00,30,314,9.5,NaN,0.123,NaN,2016-09-29T07:45:00Z
2016-09-29,8:45:00,47,749,6.3,NaN,0.145,NaN,2016-09-29T08:45:00Z
2016-09-29,9:45:00,96,996,9.6,NaN,0.122,NaN,2016-09-29T09:45:00Z
2016-09-29,10:45:00,131,1174,11.1,NaN,0.115,NaN,2016-09-29T10:45:00Z
2016-09-29,11:45:00,104,1111,9.3,NaN,0.124,NaN,2016-09-29T11:45:00Z
2016-09-29,12:45:00,57,859,6.6,7.4,0.142,0.138,2016-09-29T12:45:00Z
2016-09-29,13:45:00,45,736,6.1,NaN,0.147,NaN,2016-09-29T13:45:00Z
2016-09-29,14:45:00,34,566,5.9,NaN,0.148,NaN,2016-09-29T14:45:00Z
2016-09-29,15:45:00,35,511,6.8,NaN,0.14,NaN,2016-09-29T15:45:00Z
2016-09-29,16:45:00,16,289,5.4,NaN,0.153,NaN,2016-09-29T16:45:00Z
2016-09-29,17:45:00,3,46,5.5,NaN,0.152,NaN,2016-09-29T17:45:00Z
2016-09-29,18:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-29T18:45:00Z
2016-09-29,19:45:00,0,1,41.2,NaN,0.046,NaN,2016-09-29T19:45:00Z
2016-09-29,20:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-29T20:45:00Z
2016-09-29,21:45:00,1,1,43.0,NaN,0.044,NaN,2016-09-29T21:45:00Z
2016-09-29,22:45:00,1,1,43.9,NaN,0.043,NaN,2016-09-29T22:45:00Z
2016-09-29,23:45:00,1,1,42.1,NaN,0.045,NaN,2016-09-29T23:45:00Z
2016-09-30,0:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-30T00:45:00Z
2016-09-30,1:45:00,0,1,41.2,NaN,0.046,NaN,2016-09-30T01:45:00Z
2016-09-30,2:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-30T02:45:00Z
2016-09-30,3:45:00,0,1,41.2,NaN,0.046,NaN,2016-09-30T03:45:00Z
2016-09-30,4:45:00,1,1,42.1,NaN,0.045,NaN,2016-09-30T04:45:00Z
2016-09-30,5:45:00,0,1,38.4,NaN,0.05,NaN,2016-09-30T05:45:00Z
2016-09-30,6:45:00,5,166,3.1,NaN,0.182,NaN,2016-09-30T06:45:00Z
2016-09-30,7:45:00,19,789,2.4,NaN,0.196,NaN,2016-09-30T07:45:00Z
2016-09-30,8:45:00,60,1316,4.5,NaN,0.162,NaN,2016-09-30T08:45:00Z
2016-09-30,9:45:00,141,1724,8.2,NaN,0.131,NaN,2016-09-30T09:45:00Z
2016-09-30,10:45:00,103,1731,5.9,NaN,0.148,NaN,2016-09-30T10:45:00Z
2016-09-30,11:45:00,132,2364,5.6,NaN,0.151,NaN,2016-09-30T11:45:00Z
2016-09-30,12:45:00,188,2391,7.8,7.2,0.133,0.139,2016-09-30T12:45:00Z
2016-09-30,13:45:00,167,2079,8.0,NaN,0.132,NaN,2016-09-30T13:45:00Z
2016-09-30,14:45:00,132,1866,7.0,NaN,0.139,NaN,2016-09-30T14:45:00Z
2016-09-30,15:45:00,97,1179,8.2,NaN,0.131,NaN,2016-09-30T15:45:00Z
2016-09-30,16:45:00,28,496,5.7,NaN,0.15,NaN,2016-09-30T16:45:00Z
2016-09-30,17:45:00,8,116,7.2,NaN,0.137,NaN,2016-09-30T17:45:00Z
2016-09-30,18:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-30T18:45:00Z
2016-09-30,19:45:00,1,1,42.1,NaN,0.045,NaN,2016-09-30T19:45:00Z
2016-09-30,20:45:00,0,1,38.3,NaN,0.05,NaN,2016-09-30T20:45:00Z
2016-09-30,21:45:00,1,1,43.0,NaN,0.044,NaN,2016-09-30T21:45:00Z
2016-09-30,22:45:00,0,1,39.3,NaN,0.049,NaN,2016-09-30T22:45:00Z
2016-09-30,23:45:00,0,1,40.3,NaN,0.048,NaN,2016-09-30T23:45:00Z
2016-10-01,0:45:00,0,1,41.2,NaN,0.046,NaN,2016-10-01T00:45:00Z
2016-10-01,1:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-01T01:45:00Z
2016-10-01,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-01T02:45:00Z
2016-10-01,3:45:00,0,1,41.2,NaN,0.046,NaN,2016-10-01T03:45:00Z
2016-10-01,4:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-01T04:45:00Z
2016-10-01,5:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-01T05:45:00Z
2016-10-01,6:45:00,8,79,10.2,NaN,0.12,NaN,2016-10-01T06:45:00Z
2016-10-01,7:45:00,26,374,7.0,NaN,0.139,NaN,2016-10-01T07:45:00Z
2016-10-01,8:45:00,97,1464,6.7,NaN,0.142,NaN,2016-10-01T08:45:00Z
2016-10-01,9:45:00,143,1629,8.8,NaN,0.127,NaN,2016-10-01T09:45:00Z
2016-10-01,10:45:00,197,1906,10.4,NaN,0.119,NaN,2016-10-01T10:45:00Z
2016-10-01,11:45:00,226,2244,10.1,NaN,0.12,NaN,2016-10-01T11:45:00Z
2016-10-01,12:45:00,193,2451,7.9,8.8,0.133,0.127,2016-10-01T12:45:00Z
2016-10-01,13:45:00,115,1336,8.6,NaN,0.128,NaN,2016-10-01T13:45:00Z
2016-10-01,14:45:00,135,919,14.7,NaN,0.1,NaN,2016-10-01T14:45:00Z
2016-10-01,15:45:00,88,1209,7.3,NaN,0.137,NaN,2016-10-01T15:45:00Z
2016-10-01,16:45:00,38,654,5.8,NaN,0.149,NaN,2016-10-01T16:45:00Z
2016-10-01,17:45:00,5,41,11.5,NaN,0.113,NaN,2016-10-01T17:45:00Z
2016-10-01,18:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-01T18:45:00Z
2016-10-01,19:45:00,1,1,43.0,NaN,0.044,NaN,2016-10-01T19:45:00Z
2016-10-01,20:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-01T20:45:00Z
2016-10-01,21:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-01T21:45:00Z
2016-10-01,22:45:00,0,1,41.2,NaN,0.046,NaN,2016-10-01T22:45:00Z
2016-10-01,23:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-01T23:45:00Z
2016-10-02,0:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-02T00:45:00Z
2016-10-02,1:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-02T01:45:00Z
2016-10-02,2:45:00,1,1,43.0,NaN,0.044,NaN,2016-10-02T02:45:00Z
2016-10-02,3:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-02T03:45:00Z
2016-10-02,4:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-02T04:45:00Z
2016-10-02,5:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-02T05:45:00Z
2016-10-02,6:45:00,23,236,9.8,NaN,0.122,NaN,2016-10-02T06:45:00Z
2016-10-02,7:45:00,26,676,3.8,NaN,0.171,NaN,2016-10-02T07:45:00Z
2016-10-02,8:45:00,111,371,29.9,NaN,0.063,NaN,2016-10-02T08:45:00Z
2016-10-02,9:45:00,166,1741,9.5,NaN,0.123,NaN,2016-10-02T09:45:00Z
2016-10-02,10:45:00,223,1686,13.2,NaN,0.106,NaN,2016-10-02T10:45:00Z
2016-10-02,11:45:00,240,2291,10.5,NaN,0.118,NaN,2016-10-02T11:45:00Z
2016-10-02,12:45:00,241,2189,11.0,10.2,0.116,0.12,2016-10-02T12:45:00Z
2016-10-02,13:45:00,180,2006,9.0,NaN,0.126,NaN,2016-10-02T13:45:00Z
2016-10-02,14:45:00,91,1044,8.8,NaN,0.127,NaN,2016-10-02T14:45:00Z
2016-10-02,15:45:00,58,634,9.2,NaN,0.125,NaN,2016-10-02T15:45:00Z
2016-10-02,16:45:00,23,284,8.3,NaN,0.131,NaN,2016-10-02T16:45:00Z
2016-10-02,17:45:00,5,49,10.6,NaN,0.117,NaN,2016-10-02T17:45:00Z
2016-10-02,18:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-02T18:45:00Z
2016-10-02,19:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-02T19:45:00Z
2016-10-02,20:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-02T20:45:00Z
2016-10-02,21:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-02T21:45:00Z
2016-10-02,22:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-02T22:45:00Z
2016-10-02,23:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-02T23:45:00Z
2016-10-03,0:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-03T00:45:00Z
2016-10-03,1:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-03T01:45:00Z
2016-10-03,2:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-03T02:45:00Z
2016-10-03,3:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-03T03:45:00Z
2016-10-03,4:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-03T04:45:00Z
2016-10-03,5:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-03T05:45:00Z
2016-10-03,6:45:00,10,71,14.3,NaN,0.102,NaN,2016-10-03T06:45:00Z
2016-10-03,7:45:00,28,264,10.5,NaN,0.118,NaN,2016-10-03T07:45:00Z
2016-10-03,8:45:00,26,256,10.0,NaN,0.121,NaN,2016-10-03T08:45:00Z
2016-10-03,9:45:00,126,906,13.9,NaN,0.103,NaN,2016-10-03T09:45:00Z
2016-10-03,10:45:00,104,1179,8.8,NaN,0.127,NaN,2016-10-03T10:45:00Z
2016-10-03,11:45:00,245,1359,18.0,NaN,0.09,NaN,2016-10-03T11:45:00Z
2016-10-03,12:45:00,126,1539,8.2,11.6,0.131,0.117,2016-10-03T12:45:00Z
2016-10-03,13:45:00,97,1136,8.6,NaN,0.129,NaN,2016-10-03T13:45:00Z
2016-10-03,14:45:00,75,894,8.4,NaN,0.13,NaN,2016-10-03T14:45:00Z
2016-10-03,15:45:00,31,359,8.7,NaN,0.128,NaN,2016-10-03T15:45:00Z
2016-10-03,16:45:00,14,159,8.9,NaN,0.127,NaN,2016-10-03T16:45:00Z
2016-10-03,17:45:00,1,1,72.3,NaN,0.017,NaN,2016-10-03T17:45:00Z
2016-10-03,18:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-03T18:45:00Z
2016-10-03,19:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-03T19:45:00Z
2016-10-03,20:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-03T20:45:00Z
2016-10-03,21:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-03T21:45:00Z
2016-10-03,22:45:00,1,1,42.1,NaN,0.045,NaN,2016-10-03T22:45:00Z
2016-10-03,23:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-03T23:45:00Z
2016-10-04,0:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-04T00:45:00Z
2016-10-04,1:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-04T01:45:00Z
2016-10-04,2:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-04T02:45:00Z
2016-10-04,3:45:00,0,1,36.4,NaN,0.053,NaN,2016-10-04T03:45:00Z
2016-10-04,4:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-04T04:45:00Z
2016-10-04,5:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-04T05:45:00Z
2016-10-04,6:45:00,6,36,16.2,NaN,0.095,NaN,2016-10-04T06:45:00Z
2016-10-04,7:45:00,12,99,12.0,NaN,0.111,NaN,2016-10-04T07:45:00Z
2016-10-04,8:45:00,48,401,12.0,NaN,0.111,NaN,2016-10-04T08:45:00Z
2016-10-04,9:45:00,79,614,12.9,NaN,0.107,NaN,2016-10-04T09:45:00Z
2016-10-04,10:45:00,116,999,11.6,NaN,0.113,NaN,2016-10-04T10:45:00Z
2016-10-04,11:45:00,99,1026,9.6,NaN,0.122,NaN,2016-10-04T11:45:00Z
2016-10-04,12:45:00,192,1574,12.2,10.2,0.11,0.12,2016-10-04T12:45:00Z
2016-10-04,13:45:00,176,1996,8.8,NaN,0.127,NaN,2016-10-04T13:45:00Z
2016-10-04,14:45:00,135,1679,8.1,NaN,0.132,NaN,2016-10-04T14:45:00Z
2016-10-04,15:45:00,42,351,12.1,NaN,0.111,NaN,2016-10-04T15:45:00Z
2016-10-04,16:45:00,18,171,10.7,NaN,0.117,NaN,2016-10-04T16:45:00Z
2016-10-04,17:45:00,5,44,10.7,NaN,0.117,NaN,2016-10-04T17:45:00Z
2016-10-04,18:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-04T18:45:00Z
2016-10-04,19:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-04T19:45:00Z
2016-10-04,20:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-04T20:45:00Z
2016-10-04,21:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-04T21:45:00Z
2016-10-04,22:45:00,0,1,41.2,NaN,0.046,NaN,2016-10-04T22:45:00Z
2016-10-04,23:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-04T23:45:00Z
2016-10-05,0:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T00:45:00Z
2016-10-05,1:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-05T01:45:00Z
2016-10-05,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-05T02:45:00Z
2016-10-05,3:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T03:45:00Z
2016-10-05,4:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T04:45:00Z
2016-10-05,5:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-05T05:45:00Z
2016-10-05,6:45:00,6,56,11.2,NaN,0.115,NaN,2016-10-05T06:45:00Z
2016-10-05,7:45:00,14,154,9.2,NaN,0.125,NaN,2016-10-05T07:45:00Z
2016-10-05,8:45:00,52,526,9.9,NaN,0.121,NaN,2016-10-05T08:45:00Z
2016-10-05,9:45:00,100,969,10.3,NaN,0.119,NaN,2016-10-05T09:45:00Z
2016-10-05,10:45:00,166,2064,8.1,NaN,0.132,NaN,2016-10-05T10:45:00Z
2016-10-05,11:45:00,58,1226,4.8,NaN,0.159,NaN,2016-10-05T11:45:00Z
2016-10-05,12:45:00,38,424,8.9,7.2,0.126,0.139,2016-10-05T12:45:00Z
2016-10-05,13:45:00,55,679,8.0,NaN,0.132,NaN,2016-10-05T13:45:00Z
2016-10-05,14:45:00,75,944,7.9,NaN,0.133,NaN,2016-10-05T14:45:00Z
2016-10-05,15:45:00,25,324,7.8,NaN,0.134,NaN,2016-10-05T15:45:00Z
2016-10-05,16:45:00,13,151,8.8,NaN,0.127,NaN,2016-10-05T16:45:00Z
2016-10-05,17:45:00,2,21,8.3,NaN,0.13,NaN,2016-10-05T17:45:00Z
2016-10-05,18:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T18:45:00Z
2016-10-05,19:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-05T19:45:00Z
2016-10-05,20:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T20:45:00Z
2016-10-05,21:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-05T21:45:00Z
2016-10-05,22:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-05T22:45:00Z
2016-10-05,23:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-05T23:45:00Z
2016-10-06,0:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-06T00:45:00Z
2016-10-06,1:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-06T01:45:00Z
2016-10-06,2:45:00,0,1,37.4,NaN,0.051,NaN,2016-10-06T02:45:00Z
2016-10-06,3:45:00,0,1,38.3,NaN,0.05,NaN,2016-10-06T03:45:00Z
2016-10-06,4:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-06T04:45:00Z
2016-10-06,5:45:00,0,1,41.2,NaN,0.046,NaN,2016-10-06T05:45:00Z
2016-10-06,6:45:00,12,106,11.7,NaN,0.112,NaN,2016-10-06T06:45:00Z
2016-10-06,7:45:00,34,696,4.8,NaN,0.159,NaN,2016-10-06T07:45:00Z
2016-10-06,8:45:00,93,1389,6.7,NaN,0.141,NaN,2016-10-06T08:45:00Z
2016-10-06,9:45:00,123,1786,6.9,NaN,0.14,NaN,2016-10-06T09:45:00Z
2016-10-06,10:45:00,148,1109,13.3,NaN,0.105,NaN,2016-10-06T10:45:00Z
2016-10-06,11:45:00,201,2231,9.0,NaN,0.126,NaN,2016-10-06T11:45:00Z
2016-10-06,12:45:00,261,1954,13.4,11.2,0.105,0.115,2016-10-06T12:45:00Z
2016-10-06,13:45:00,208,1826,11.4,NaN,0.114,NaN,2016-10-06T13:45:00Z
2016-10-06,14:45:00,159,1814,8.8,NaN,0.127,NaN,2016-10-06T14:45:00Z
2016-10-06,15:45:00,105,1204,8.7,NaN,0.128,NaN,2016-10-06T15:45:00Z
2016-10-06,16:45:00,44,629,6.9,NaN,0.14,NaN,2016-10-06T16:45:00Z
2016-10-06,17:45:00,7,89,8.4,NaN,0.129,NaN,2016-10-06T17:45:00Z
2016-10-06,18:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-06T18:45:00Z
2016-10-06,19:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-06T19:45:00Z
2016-10-06,20:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-06T20:45:00Z
2016-10-06,21:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-06T21:45:00Z
2016-10-06,22:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-06T22:45:00Z
2016-10-06,23:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-06T23:45:00Z
2016-10-07,0:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-07T00:45:00Z
2016-10-07,1:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-07T01:45:00Z
2016-10-07,2:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-07T02:45:00Z
2016-10-07,3:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-07T03:45:00Z
2016-10-07,4:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-07T04:45:00Z
2016-10-07,5:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-07T05:45:00Z
2016-10-07,6:45:00,14,114,12.0,NaN,0.111,NaN,2016-10-07T06:45:00Z
2016-10-07,7:45:00,20,516,3.9,NaN,0.17,NaN,2016-10-07T07:45:00Z
2016-10-07,8:45:00,118,1189,9.9,NaN,0.121,NaN,2016-10-07T08:45:00Z
2016-10-07,9:45:00,198,1696,11.6,NaN,0.113,NaN,2016-10-07T09:45:00Z
2016-10-07,10:45:00,258,2031,12.7,NaN,0.108,NaN,2016-10-07T10:45:00Z
2016-10-07,11:45:00,99,1991,5.0,NaN,0.157,NaN,2016-10-07T11:45:00Z
2016-10-07,12:45:00,196,676,29.0,14.8,0.065,0.113,2016-10-07T12:45:00Z
2016-10-07,13:45:00,232,2231,10.4,NaN,0.118,NaN,2016-10-07T13:45:00Z
2016-10-07,14:45:00,185,1591,11.7,NaN,0.113,NaN,2016-10-07T14:45:00Z
2016-10-07,15:45:00,101,1146,8.8,NaN,0.127,NaN,2016-10-07T15:45:00Z
2016-10-07,16:45:00,21,331,6.5,NaN,0.143,NaN,2016-10-07T16:45:00Z
2016-10-07,17:45:00,5,49,9.4,NaN,0.124,NaN,2016-10-07T17:45:00Z
2016-10-07,18:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-07T18:45:00Z
2016-10-07,19:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-07T19:45:00Z
2016-10-07,20:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-07T20:45:00Z
2016-10-07,21:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-07T21:45:00Z
2016-10-07,22:45:00,0,1,37.4,NaN,0.051,NaN,2016-10-07T22:45:00Z
2016-10-07,23:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-07T23:45:00Z
2016-10-08,0:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-08T00:45:00Z
2016-10-08,1:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-08T01:45:00Z
2016-10-08,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T02:45:00Z
2016-10-08,3:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T03:45:00Z
2016-10-08,4:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-08T04:45:00Z
2016-10-08,5:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T05:45:00Z
2016-10-08,6:45:00,9,74,12.8,NaN,0.108,NaN,2016-10-08T06:45:00Z
2016-10-08,7:45:00,62,766,8.1,NaN,0.132,NaN,2016-10-08T07:45:00Z
2016-10-08,8:45:00,116,1301,8.9,NaN,0.127,NaN,2016-10-08T08:45:00Z
2016-10-08,9:45:00,124,904,13.8,NaN,0.104,NaN,2016-10-08T09:45:00Z
2016-10-08,10:45:00,196,2014,9.7,NaN,0.122,NaN,2016-10-08T10:45:00Z
2016-10-08,11:45:00,189,1554,12.1,NaN,0.11,NaN,2016-10-08T11:45:00Z
2016-10-08,12:45:00,135,1226,11.0,11.3,0.115,0.114,2016-10-08T12:45:00Z
2016-10-08,13:45:00,230,2154,10.7,NaN,0.117,NaN,2016-10-08T13:45:00Z
2016-10-08,14:45:00,74,681,10.9,NaN,0.116,NaN,2016-10-08T14:45:00Z
2016-10-08,15:45:00,69,909,7.6,NaN,0.135,NaN,2016-10-08T15:45:00Z
2016-10-08,16:45:00,30,301,9.9,NaN,0.121,NaN,2016-10-08T16:45:00Z
2016-10-08,17:45:00,4,34,12.4,NaN,0.109,NaN,2016-10-08T17:45:00Z
2016-10-08,18:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-08T18:45:00Z
2016-10-08,19:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-08T19:45:00Z
2016-10-08,20:45:00,0,1,39.3,NaN,0.049,NaN,2016-10-08T20:45:00Z
2016-10-08,21:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T21:45:00Z
2016-10-08,22:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T22:45:00Z
2016-10-08,23:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-08T23:45:00Z
2016-10-09,0:45:00,0,1,37.4,NaN,0.051,NaN,2016-10-09T00:45:00Z
2016-10-09,1:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-09T01:45:00Z
2016-10-09,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-09T02:45:00Z
2016-10-09,3:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-09T03:45:00Z
2016-10-09,4:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-09T04:45:00Z
2016-10-09,5:45:00,0,1,36.5,NaN,0.053,NaN,2016-10-09T05:45:00Z
2016-10-09,6:45:00,13,79,16.1,NaN,0.096,NaN,2016-10-09T06:45:00Z
2016-10-09,7:45:00,66,624,10.5,NaN,0.118,NaN,2016-10-09T07:45:00Z
2016-10-09,8:45:00,160,1364,11.7,NaN,0.112,NaN,2016-10-09T08:45:00Z
2016-10-09,9:45:00,219,1966,11.1,NaN,0.115,NaN,2016-10-09T09:45:00Z
2016-10-09,10:45:00,185,1319,14.0,NaN,0.103,NaN,2016-10-09T10:45:00Z
2016-10-09,11:45:00,12,61,19.9,NaN,0.085,NaN,2016-10-09T11:45:00Z
2016-10-09,12:45:00,70,436,16.0,15.3,0.096,0.1,2016-10-09T12:45:00Z
2016-10-09,13:45:00,143,1441,10.0,NaN,0.121,NaN,2016-10-09T13:45:00Z
2016-10-09,14:45:00,229,1784,12.8,NaN,0.108,NaN,2016-10-09T14:45:00Z
2016-10-09,15:45:00,55,391,14.2,NaN,0.102,NaN,2016-10-09T15:45:00Z
2016-10-09,16:45:00,38,304,12.4,NaN,0.109,NaN,2016-10-09T16:45:00Z
2016-10-09,17:45:00,4,39,11.6,NaN,0.113,NaN,2016-10-09T17:45:00Z
2016-10-09,18:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-09T18:45:00Z
2016-10-09,19:45:00,0,1,40.3,NaN,0.048,NaN,2016-10-09T19:45:00Z
2016-10-09,20:45:00,0,1,38.3,NaN,0.05,NaN,2016-10-09T20:45:00Z
2016-10-09,21:45:00,0,1,37.4,NaN,0.051,NaN,2016-10-09T21:45:00Z
2016-10-09,22:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-09T22:45:00Z
2016-10-09,23:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-09T23:45:00Z
2016-10-10,0:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-10T00:45:00Z
2016-10-10,1:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-10T01:45:00Z
2016-10-10,2:45:00,0,1,38.4,NaN,0.05,NaN,2016-10-10T02:45:00Z
2016-10-10,3:45:00,0,1,37.4,NaN,0.051,NaN,2016-10-10T03:45:00Z
2016-10-10,4:45:00,0,1,37.5,NaN,0.051,NaN,2016-10-10T04:45:00Z
2016-10-10,5:45:00,0,1,36.5,NaN,0.053,NaN,2016-10-10T05:45:00Z
2016-10-10,6:45:00,17,106,15.7,NaN,0.097,NaN,2016-10-10T06:45:00Z
2016-10-10,7:45:00,65,666,9.7,NaN,0.122,NaN,2016-10-10T07:45:00Z
2016-10-10,8:45:00,140,1106,12.7,NaN,0.108,NaN,2016-10-10T08:45:00Z
2016-10-10,9:45:00,185,1429,12.9,NaN,0.107,NaN,2016-10-10T09:45:00Z
2016-10-10,10:45:00,125,1734,7.2,NaN,0.138,NaN,2016-10-10T10:45:00Z
2016-10-10,11:45:00,156,839,18.6,NaN,0.088,NaN,2016-10-10T11:45:00Z
2016-10-10,12:45:00,108,776,13.9,15.1,0.103,0.1,2016-10-10T12:45:00Z
2016-10-10,13:45:00,243,1881,12.9,NaN,0.107,NaN,2016-10-10T13:45:00Z
2016-10-10,14:45:00,20,149,13.2,NaN,0.106,NaN,2016-10-10T14:45:00Z
